0.424,0.29,-0.134,0.074,0.275,0.201,0.076,0.273,0.197,0.479,0,-0.479,0.482,0.272,-0.21,0.063,0.426,0.363,0.031,0.111,0.08,0.073,0.245,0.172,0.089,0.313,0.224,0.06,0.085,0.025,0.079,0.315,0.236,0.081
0.427,0.261,-0.166,0.074,0.291,0.217,0.073,0.299,0.226,0.464,0,-0.464,0.466,0.264,-0.202,0.074,0.478,0.404,0.057,0.129,0.072,0.068,0.251,0.183,0.075,0.263,0.188,0.078,0.104,0.026,0.076,0.322,0.246,0.071
0.444,0.22,-0.224,0.077,0.321,0.244,0.073,0.319,0.246,0.456,0,-0.456,0.458,0.286,-0.172,0.067,0.387,0.32,0.057,0.16,0.103,0.083,0.242,0.159,0.087,0.275,0.188,0.054,0.085,0.031,0.081,0.292,0.211,0.078
0.471,0.311,-0.16,0.084,0.317,0.233,0.073,0.28,0.207,0.454,0,-0.454,0.456,0.249,-0.207,0.063,0.426,0.363,0.05,0.129,0.079,0.076,0.24,0.164,0.087,0.362,0.275,0.065,0.098,0.033,0.086,0.308,0.222,0.088
0.486,0.319,-0.167,0.084,0.332,0.248,0.076,0.345,0.269,0.444,0,-0.444,0.446,0.24,-0.206,0.095,0.414,0.319,0.071,0.174,0.103,0.083,0.24,0.157,0.086,0.274,0.188,0.081,0.104,0.023,0.073,0.294,0.221,0.084
0.376,0.253,-0.123,0.077,0.272,0.195,0.066,0.247,0.181,0.42,0,-0.42,0.422,0.276,-0.146,0.078,0.332,0.254,0.063,0.135,0.072,0.086,0.245,0.159,0.089,0.194,0.105,0.079,0.107,0.028,0.075,0.266,0.191,0.078
0.372,0.209,-0.163,0.084,0.301,0.217,0.073,0.278,0.205,0.444,0,-0.444,0.446,0.215,-0.231,0.084,0.44,0.356,0.062,0.142,0.08,0.075,0.237,0.162,0.079,0.377,0.298,0.076,0.091,0.015,0.073,0.289,0.216,0.086
0.371,0.266,-0.105,0.074,0.285,0.211,0.076,0.327,0.251,0.449,0,-0.449,0.451,0.262,-0.189,0.079,0.385,0.306,0.055,0.129,0.074,0.079,0.246,0.167,0.083,0.312,0.229,0.076,0.104,0.028,0.081,0.276,0.195,0.078
0.324,0.196,-0.128,0.079,0.331,0.252,0.079,0.381,0.302,0.48,0,-0.48,0.483,0.299,-0.184,0.068,0.387,0.319,0.055,0.129,0.074,0.073,0.235,0.162,0.086,0.408,0.322,0.063,0.08,0.017,0.084,0.282,0.198,0.076
0.401,0.22,-0.181,0.084,0.299,0.215,0.07,0.424,0.354,0.496,0,-0.496,0.498,0.28,-0.218,0.068,0.375,0.307,0.047,0.147,0.1,0.081,0.305,0.224,0.089,0.611,0.522,0.099,0.313,0.214,0.081,0.343,0.262,0.081
0.468,0.324,-0.144,0.09,0.306,0.216,0.079,0.312,0.233,0.512,0,-0.512,0.514,0.348,-0.166,0.076,0.428,0.352,0.065,0.132,0.067,0.079,0.243,0.164,0.089,0.41,0.321,0.068,0.102,0.034,0.078,0.286,0.208,0.068
0.56,0.408,-0.152,0.079,0.311,0.232,0.073,0.329,0.256,0.53,0,-0.53,0.532,0.323,-0.209,0.073,0.429,0.356,0.065,0.132,0.067,0.088,0.25,0.162,0.089,0.302,0.213,0.063,0.091,0.028,0.084,0.282,0.198,0.08
0.401,0.261,-0.14,0.082,0.283,0.201,0.073,0.265,0.192,0.48,0,-0.48,0.483,0.254,-0.229,0.079,0.406,0.327,0.05,0.132,0.082,0.078,0.222,0.144,0.092,0.243,0.151,0.068,0.086,0.018,0.084,0.284,0.2,0.086
0.422,0.298,-0.124,0.084,0.272,0.188,0.079,0.286,0.207,0.431,0,-0.431,0.433,0.243,-0.19,0.074,0.391,0.317,0.049,0.124,0.075,0.073,0.23,0.157,0.091,0.328,0.237,0.081,0.096,0.015,0.075,0.294,0.219,0.081
0.542,0.39,-0.152,0.079,0.272,0.193,0.084,0.283,0.199,0.481,0,-0.481,0.483,0.273,-0.21,0.074,0.375,0.301,0.041,0.121,0.08,0.084,0.228,0.144,0.094,0.436,0.342,0.062,0.085,0.023,0.086,0.305,0.219,0.084
0.46,0.324,-0.136,0.076,0.29,0.214,0.081,0.265,0.184,0.449,0,-0.449,0.451,0.249,-0.202,0.066,0.375,0.309,0.054,0.137,0.083,0.083,0.235,0.152,0.091,0.451,0.36,0.058,0.084,0.026,0.086,0.299,0.213,0.078
0.515,0.358,-0.157,0.073,0.283,0.21,0.083,0.303,0.22,0.47,0,-0.47,0.472,0.254,-0.218,0.063,0.39,0.327,0.055,0.14,0.085,0.076,0.238,0.162,0.089,0.266,0.177,0.06,0.093,0.033,0.076,0.274,0.198,0.076
0.502,0.345,-0.157,0.084,0.304,0.22,0.081,0.295,0.214,0.481,0,-0.481,0.483,0.276,-0.207,0.076,0.351,0.275,0.058,0.158,0.1,0.075,0.24,0.165,0.086,0.263,0.177,0.066,0.096,0.03,0.084,0.292,0.208,0.081
0.513,0.361,-0.152,0.082,0.314,0.232,0.07,0.275,0.205,0.451,0,-0.451,0.454,0.207,-0.247,0.073,0.378,0.305,0.055,0.155,0.1,0.07,0.214,0.144,0.081,0.467,0.386,0.071,0.099,0.028,0.083,0.281,0.198,0.068
0.385,0.285,-0.1,0.079,0.249,0.17,0.073,0.254,0.181,0.475,0.001,-0.474,0.477,0.235,-0.242,0.082,0.378,0.296,0.047,0.134,0.087,0.073,0.217,0.144,0.089,0.274,0.185,0.06,0.106,0.046,0.079,0.246,0.167,0.089
0.256,0.146,-0.11,0.074,0.254,0.18,0.071,0.267,0.196,0.436,0,-0.436,0.438,0.254,-0.184,0.069,0.37,0.301,0.039,0.124,0.085,0.075,0.222,0.147,0.083,0.23,0.147,0.055,0.103,0.048,0.076,0.302,0.226,0.084
0.487,0.329,-0.158,0.077,0.266,0.189,0.094,0.311,0.217,0.469,0,-0.469,0.471,0.27,-0.201,0.062,0.351,0.289,0.06,0.142,0.082,0.068,0.24,0.172,0.086,0.436,0.35,0.066,0.096,0.03,0.079,0.284,0.205,0.079
0.261,0.151,-0.11,0.077,0.262,0.185,0.065,0.79,0.725,0.465,0,-0.465,0.467,0.322,-0.145,0.066,0.369,0.303,0.057,0.139,0.082,0.076,0.23,0.154,0.089,0.372,0.283,0.078,0.101,0.023,0.076,0.279,0.203,0.078
0.549,0.379,-0.17,0.076,0.288,0.212,0.071,0.26,0.189,0.472,0,-0.472,0.474,0.27,-0.204,0.07,0.387,0.317,0.06,0.127,0.067,0.078,0.232,0.154,0.087,0.236,0.149,0.06,0.098,0.038,0.078,0.264,0.186,0.083
0.756,0.573,-0.183,0.084,0.301,0.217,0.071,0.249,0.178,0.475,0.001,-0.474,0.476,0.251,-0.225,0.071,0.331,0.26,0.058,0.148,0.09,0.073,0.227,0.154,0.081,0.428,0.347,0.06,0.086,0.026,0.078,0.274,0.196,0.086
0.262,0.149,-0.113,0.082,0.262,0.18,0.078,0.285,0.207,0.456,0,-0.456,0.459,0.249,-0.21,0.068,0.336,0.268,0.047,0.142,0.095,0.084,0.243,0.159,0.089,0.325,0.236,0.066,0.089,0.023,0.078,0.274,0.196,0.086
0.264,0.133,-0.131,0.082,0.267,0.185,0.076,0.379,0.303,0.522,0,-0.522,0.524,0.364,-0.16,0.07,0.353,0.283,0.037,0.132,0.095,0.078,0.243,0.165,0.091,0.297,0.206,0.065,0.088,0.023,0.078,0.269,0.191,0.08
0.301,0.175,-0.126,0.079,0.262,0.183,0.073,0.291,0.218,0.498,0,-0.498,0.5,0.306,-0.194,0.071,0.344,0.273,0.06,0.152,0.092,0.078,0.233,0.155,0.086,0.497,0.411,0.06,0.107,0.047,0.081,0.271,0.19,0.081
0.261,0.159,-0.102,0.081,0.254,0.173,0.078,0.291,0.213,0.561,0,-0.561,0.563,0.442,-0.121,0.058,0.371,0.313,0.06,0.147,0.087,0.078,0.225,0.147,0.081,1.113,1.032,0.057,0.088,0.031,0.089,0.364,0.275,0.084
0.581,0.46,-0.121,0.085,0.283,0.198,0.083,0.322,0.239,0.464,0,-0.464,0.466,0.324,-0.142,0.066,1.494,1.428,0.06,0.139,0.079,0.076,0.225,0.149,0.086,0.441,0.355,0.058,0.109,0.051,0.085,0.282,0.197,0.08
0.364,0.256,-0.108,0.076,0.254,0.178,0.078,0.27,0.192,0.593,0,-0.593,0.595,0.443,-0.152,0.094,0.328,0.234,0.068,0.157,0.089,0.079,0.231,0.152,0.088,0.366,0.278,0.06,0.086,0.026,0.083,0.268,0.185,0.094
0.241,0.138,-0.103,0.084,0.272,0.188,0.071,0.255,0.184,0.441,0,-0.441,0.443,0.228,-0.215,0.073,0.328,0.255,0.055,0.153,0.098,0.081,0.232,0.151,0.089,0.375,0.286,0.06,0.101,0.041,0.081,0.268,0.187,0.089
0.207,0.12,-0.087,0.073,0.272,0.199,0.075,0.277,0.202,0.481,0,-0.481,0.483,0.286,-0.197,0.068,0.369,0.301,0.047,0.137,0.09,0.086,0.235,0.149,0.089,0.46,0.371,0.067,0.109,0.042,0.083,0.271,0.188,0.084
0.457,0.308,-0.149,0.082,0.335,0.253,0.075,0.514,0.439,0.433,0,-0.433,0.435,0.242,-0.193,0.065,0.824,0.759,0.063,0.145,0.082,0.078,0.541,0.463,0.076,0.413,0.337,0.068,0.135,0.067,0.078,0.266,0.188,0.075
0.512,0.316,-0.196,0.082,0.302,0.22,0.075,0.265,0.19,0.446,0,-0.446,0.448,0.272,-0.176,0.084,0.431,0.347,0.06,0.145,0.085,0.081,0.233,0.152,0.086,0.235,0.149,0.06,0.096,0.036,0.07,0.255,0.185,0.084
0.275,0.165,-0.11,0.086,0.28,0.194,0.068,0.316,0.248,0.593,0,-0.593,0.595,0.427,-0.168,0.073,0.359,0.286,0.054,0.144,0.09,0.081,0.238,0.157,0.089,0.39,0.301,0.07,0.101,0.031,0.081,0.263,0.182,0.081
0.239,0.123,-0.116,0.084,0.275,0.191,0.083,0.269,0.186,0.442,0,-0.442,0.444,0.226,-0.218,0.076,0.336,0.26,0.053,0.15,0.097,0.081,0.241,0.16,0.091,0.299,0.208,0.065,0.091,0.026,0.083,0.276,0.193,0.092
0.275,0.167,-0.108,0.094,0.324,0.23,0.078,0.53,0.452,0.423,0,-0.423,0.425,0.262,-0.163,0.065,0.33,0.265,0.05,0.142,0.092,0.079,0.236,0.157,0.091,0.343,0.252,0.068,0.093,0.025,0.079,0.282,0.203,0.081
0.495,0.316,-0.179,0.082,1.249,1.167,0.091,0.515,0.424,0.498,0,-0.498,0.5,0.306,-0.194,0.076,0.359,0.283,0.058,0.132,0.074,0.079,0.248,0.169,0.086,0.375,0.289,0.057,0.08,0.023,0.081,0.281,0.2,0.092
0.214,0.136,-0.078,0.092,0.28,0.188,0.075,0.29,0.215,0.441,0,-0.441,0.443,0.257,-0.186,0.06,0.325,0.265,0.058,0.129,0.071,0.079,0.236,0.157,0.086,0.271,0.185,0.06,0.093,0.033,0.078,0.367,0.289,0.099
0.531,0.343,-0.188,0.086,0.358,0.272,0.075,0.409,0.334,0.506,0,-0.506,0.508,0.306,-0.202,0.071,0.535,0.464,0.062,0.149,0.087,0.081,0.259,0.178,0.086,0.521,0.435,0.067,0.111,0.044,0.076,0.279,0.203,0.073
0.322,0.227,-0.095,0.079,0.275,0.196,0.078,0.27,0.192,0.422,0,-0.422,0.424,0.207,-0.217,0.068,0.321,0.253,0.059,0.155,0.096,0.088,0.253,0.165,0.081,0.426,0.345,0.075,0.096,0.021,0.081,0.299,0.218,0.084
0.295,0.217,-0.078,0.089,0.305,0.216,0.078,0.28,0.202,0.441,0,-0.441,0.443,0.228,-0.215,0.055,0.362,0.307,0.044,0.124,0.08,0.073,0.23,0.157,0.083,0.292,0.209,0.054,0.098,0.044,0.081,0.261,0.18,0.094
0.233,0.136,-0.097,0.083,0.308,0.225,0.073,0.275,0.202,0.453,0,-0.453,0.456,0.254,-0.202,0.068,0.351,0.283,0.055,0.132,0.077,0.073,0.23,0.157,0.091,0.312,0.221,0.076,0.099,0.023,0.079,0.279,0.2,0.092
0.251,0.172,-0.079,0.092,0.296,0.204,0.08,0.295,0.215,0.501,0,-0.501,0.504,0.296,-0.208,0.068,0.401,0.333,0.049,0.131,0.082,0.076,0.23,0.154,0.081,0.274,0.193,0.057,0.101,0.044,0.078,0.279,0.201,0.081
0.502,0.369,-0.133,0.084,0.295,0.211,0.087,0.258,0.171,0.417,0,-0.417,0.419,0.228,-0.191,0.089,0.351,0.262,0.076,0.182,0.106,0.065,0.219,0.154,0.096,0.179,0.083,0.073,0.129,0.056,0.076,0.261,0.185,0.065
0.269,0.206,-0.063,0.087,0.344,0.257,0.068,0.244,0.176,0.381,0,-0.381,0.383,0.207,-0.176,0.063,0.351,0.288,0.049,0.116,0.067,0.084,0.254,0.17,0.083,0.204,0.121,0.065,0.109,0.044,0.07,1.047,0.977,0.094
0.469,0.327,-0.142,0.081,0.27,0.189,0.078,0.27,0.192,0.412,0,-0.412,0.414,0.264,-0.15,0.074,0.331,0.257,0.062,0.137,0.075,0.078,0.248,0.17,0.083,0.456,0.373,0.066,0.109,0.043,0.084,0.266,0.182,0.084
0.248,0.151,-0.097,0.076,0.31,0.234,0.074,0.27,0.196,0.478,0,-0.478,0.48,0.27,-0.21,0.076,0.396,0.32,0.052,0.101,0.049,0.083,0.258,0.175,0.097,0.397,0.3,0.074,0.104,0.03,0.081,0.282,0.201,0.086
0.23,0.135,-0.095,0.084,0.28,0.196,0.079,0.26,0.181,0.451,0,-0.451,0.453,0.234,-0.219,0.062,0.371,0.309,0.055,0.145,0.09,0.078,0.251,0.173,0.083,0.454,0.371,0.067,0.091,0.024,0.08,0.271,0.191,0.081
0.692,0.511,-0.181,0.077,0.4,0.323,0.091,0.331,0.24,0.601,0,-0.601,0.603,0.438,-0.165,0.076,0.387,0.311,0.06,0.127,0.067,0.075,0.227,0.152,0.084,0.923,0.839,0.062,0.101,0.039,0.07,0.268,0.198,0.081
0.374,0.225,-0.149,0.079,0.308,0.229,0.081,1.084,1.003,0.488,0,-0.488,0.49,0.325,-0.165,0.068,0.325,0.257,0.057,0.163,0.106,0.075,0.227,0.152,0.089,0.331,0.242,0.073,0.106,0.033,0.081,0.264,0.183,0.091
0.282,0.175,-0.107,0.079,0.275,0.196,0.073,0.632,0.559,0.476,0.001,-0.475,0.477,0.33,-0.147,0.071,0.345,0.274,0.044,0.137,0.093,0.081,0.243,0.162,0.089,0.361,0.272,0.063,0.099,0.036,0.078,0.279,0.201,0.088
0.233,0.133,-0.1,0.074,0.252,0.178,0.078,0.272,0.194,0.407,0,-0.407,0.409,0.223,-0.186,0.071,0.336,0.265,0.062,0.25,0.188,0.078,0.3,0.222,0.086,0.356,0.27,0.052,0.103,0.051,0.084,0.287,0.203,0.089
0.246,0.131,-0.115,0.084,0.267,0.183,0.078,0.293,0.215,0.818,0.001,-0.817,0.819,0.688,-0.131,0.079,0.773,0.694,0.068,0.114,0.046,0.07,0.551,0.481,0.086,0.413,0.327,0.073,0.122,0.049,0.075,0.305,0.23,0.086
0.4,0.17,-0.23,0.097,0.99,0.893,0.086,0.506,0.42,0.575,0,-0.575,0.577,0.459,-0.118,0.068,0.332,0.264,0.044,0.119,0.075,0.075,0.237,0.162,0.094,0.32,0.226,0.066,0.107,0.041,0.081,0.258,0.177,0.089
0.306,0.172,-0.134,0.088,0.294,0.206,0.07,0.282,0.212,0.816,0,-0.816,0.82,0.689,-0.131,0.068,0.448,0.38,0.032,0.093,0.061,0.071,0.261,0.19,0.089,0.428,0.339,0.068,0.102,0.034,0.078,0.273,0.195,0.073
0.4,0.23,-0.17,0.082,0.273,0.191,0.071,0.247,0.176,0.496,0,-0.496,0.498,0.317,-0.181,0.076,0.408,0.332,0.031,0.123,0.092,0.071,0.248,0.177,0.089,0.3,0.211,0.076,0.093,0.017,0.074,0.272,0.198,0.08
0.434,0.253,-0.181,0.088,0.312,0.224,0.076,0.304,0.228,0.511,0,-0.511,0.513,0.254,-0.259,0.079,0.476,0.397,0.055,0.122,0.067,0.075,0.229,0.154,0.089,0.411,0.322,0.07,0.109,0.039,0.075,0.271,0.196,0.083
0.582,0.382,-0.2,0.089,0.327,0.238,0.076,0.27,0.194,0.486,0,-0.486,0.488,0.291,-0.197,0.079,0.429,0.35,0.07,0.163,0.093,0.073,0.245,0.172,0.091,0.423,0.332,0.071,0.099,0.028,0.078,0.279,0.201,0.091
0.492,0.282,-0.21,0.084,0.31,0.226,0.073,0.396,0.323,0.407,0,-0.407,0.409,0.233,-0.176,0.073,0.395,0.322,0.055,0.139,0.084,0.076,0.233,0.157,0.086,0.245,0.159,0.068,0.084,0.016,0.07,0.258,0.188,0.083
0.285,0.164,-0.121,0.085,0.283,0.198,0.104,0.844,0.74,0.491,0,-0.491,0.493,0.357,-0.136,0.055,0.363,0.308,0.052,0.132,0.08,0.078,0.26,0.182,0.087,0.3,0.213,0.055,0.114,0.059,0.076,0.279,0.203,0.076
0.288,0.159,-0.129,0.084,0.309,0.225,0.073,0.28,0.207,0.488,0,-0.488,0.49,0.335,-0.155,0.066,0.374,0.308,0.055,0.142,0.087,0.076,0.57,0.494,0.086,0.528,0.442,0.066,0.099,0.033,0.073,0.276,0.203,0.076
0.416,0.206,-0.21,0.082,0.32,0.238,0.081,0.692,0.611,0.4,0,-0.4,0.402,0.241,-0.161,0.066,0.328,0.262,0.063,0.142,0.079,0.079,0.385,0.306,0.089,0.449,0.36,0.065,0.101,0.036,0.081,0.276,0.195,0.076
0.494,0.335,-0.159,0.073,0.275,0.202,0.081,1.344,1.263,0.388,0,-0.388,0.39,0.233,-0.157,0.079,0.346,0.267,0.06,0.137,0.077,0.081,0.26,0.179,0.087,0.274,0.187,0.06,0.088,0.028,0.081,0.285,0.204,0.078
0.335,0.209,-0.126,0.079,0.285,0.206,0.078,0.301,0.223,0.449,0,-0.449,0.451,0.241,-0.21,0.079,0.324,0.245,0.06,0.16,0.1,0.073,0.235,0.162,0.086,0.366,0.28,0.076,0.094,0.018,0.075,0.297,0.222,0.094
0.291,0.152,-0.139,0.084,0.26,0.176,0.086,0.658,0.572,0.48,0,-0.48,0.483,0.314,-0.169,0.079,0.316,0.237,0.052,0.152,0.1,0.092,0.254,0.162,0.088,0.348,0.26,0.076,0.117,0.041,0.078,0.294,0.216,0.081
0.262,0.152,-0.11,0.081,0.274,0.193,0.076,0.299,0.223,0.464,0,-0.464,0.467,0.343,-0.124,0.073,0.33,0.257,0.054,0.134,0.08,0.076,0.24,0.164,0.089,0.279,0.19,0.071,0.089,0.018,0.083,0.258,0.175,0.084
0.251,0.143,-0.108,0.084,0.283,0.199,0.078,0.273,0.195,0.564,0,-0.564,0.566,0.348,-0.218,0.084,0.478,0.394,0.065,0.109,0.044,0.073,0.333,0.26,0.081,0.472,0.391,0.073,0.103,0.03,0.079,0.272,0.193,0.072
0.424,0.248,-0.176,0.093,0.312,0.219,0.081,0.306,0.225,0.421,0,-0.421,0.423,0.199,-0.224,0.087,0.35,0.263,0.065,0.181,0.116,0.081,0.233,0.152,0.091,0.299,0.208,0.06,0.078,0.018,0.078,0.261,0.183,0.092
0.244,0.125,-0.119,0.087,0.265,0.178,0.092,0.342,0.25,0.463,0.001,-0.462,0.464,0.317,-0.147,0.084,0.304,0.22,0.068,0.163,0.095,0.076,0.222,0.146,0.089,0.359,0.27,0.065,0.086,0.021,0.078,0.261,0.183,0.091
0.248,0.135,-0.113,0.087,0.26,0.173,0.076,0.252,0.176,0.438,0,-0.438,0.44,0.27,-0.17,0.076,0.377,0.301,0.052,0.121,0.069,0.076,0.24,0.164,0.094,0.483,0.389,0.065,0.096,0.031,0.083,0.274,0.191,0.088
0.247,0.141,-0.106,0.079,0.27,0.191,0.078,0.741,0.663,0.502,0,-0.502,0.504,0.377,-0.127,0.079,0.286,0.207,0.06,0.171,0.111,0.081,0.302,0.221,0.081,0.544,0.463,0.055,0.119,0.064,0.084,0.325,0.241,0.087
