34,9,0.319,0.196,-0.123,0.097,0.205,0.108,0.089,0.646,0.557,0.334,0,-0.334,0.336,0.21,-0.126,0.089,0.52,0.431,0.149,0.091,-0.058,0.098,0.262,0.164,0.097,0.246,0.149,0.089,0.124,0.035,0.076,0.38,0.304,0.07
34,10,0.267,0.149,-0.118,0.099,0.236,0.137,0.071,1.116,1.045,0.261,0,-0.261,0.263,0.155,-0.108,0.071,0.384,0.313,0.126,0.065,-0.061,0.137,0.425,0.288,0.088,0.348,0.26,0.099,0.073,-0.026,0.092,0.367,0.275,0.065
37,2,0.317,0.204,-0.113,0.092,0.413,0.321,0.092,0.975,0.883,2.043,0,-2.043,2.045,1.856,-0.189,0.095,0.586,0.491,0.189,0.099,-0.09,0.129,0.404,0.275,0.091,0.313,0.222,0.096,0.386,0.29,0.081,0.341,0.26,0.096
37,3,0.262,0.162,-0.1,0.086,0.48,0.394,0.092,0.816,0.724,0.868,0,-0.868,0.87,0.722,-0.148,0.079,0.887,0.808,0.223,0.14,-0.083,0.14,0.341,0.201,0.088,0.52,0.432,0.097,0.714,0.617,0.094,0.691,0.597,0.085
37,4,0.343,0.225,-0.118,0.089,0.897,0.808,0.089,0.908,0.819,0.431,0,-0.431,0.433,0.275,-0.158,0.092,0.521,0.429,0.199,0.136,-0.063,0.126,0.38,0.254,0.084,0.387,0.303,0.092,0.364,0.272,0.086,0.294,0.208,0.099
37,5,0.283,0.177,-0.106,0.095,0.46,0.365,0.087,1.689,1.602,0.451,0,-0.451,0.453,0.217,-0.236,0.092,1.049,0.957,0.205,0.128,-0.077,0.129,0.325,0.196,0.086,0.541,0.455,0.091,0.42,0.329,0.078,0.297,0.219,0.091
37,7,0.693,0.567,-0.126,0.085,0.991,0.906,0.086,1.067,0.981,0.365,0,-0.365,0.367,0.246,-0.121,0.102,0.349,0.247,0.207,0.112,-0.095,0.145,0.368,0.223,0.089,0.302,0.213,0.099,0.331,0.232,0.083,0.279,0.196,0.096
37,8,0.254,0.167,-0.087,0.102,0.501,0.399,0.083,0.604,0.521,1.008,0,-1.008,1.01,0.895,-0.115,0.097,0.701,0.604,0.223,0.128,-0.095,0.135,0.302,0.167,0.088,0.366,0.278,0.094,0.343,0.249,0.084,0.302,0.218,0.102
37,9,0.264,0.182,-0.082,0.103,0.342,0.239,0.081,1.309,1.228,0.402,0,-0.402,0.404,0.272,-0.132,0.095,0.457,0.362,0.202,0.125,-0.077,0.113,0.224,0.111,0.088,0.381,0.293,0.092,0.362,0.27,0.081,0.286,0.205,0.092
37,10,0.395,0.282,-0.113,0.087,0.555,0.468,0.096,0.769,0.673,0.673,0,-0.673,0.675,0.585,-0.09,0.117,0.333,0.216,0.199,0.112,-0.087,0.132,0.402,0.27,0.083,0.566,0.483,0.089,0.297,0.208,0.084,0.279,0.195,0.094
38,2,0.155,0.062,-0.093,0.124,0.657,0.533,0.091,1.739,1.648,0.357,0,-0.357,0.359,0.209,-0.15,0.076,0.876,0.8,0.119,0.031,-0.088,0.118,0.247,0.129,0.089,0.739,0.65,0.105,0.2,0.095,0.073,0.6,0.527,0.079
